round,accuracy,training_time,round_time,loss
1,72.65,0.3680590000000006,2.0886622,0.8105693639814854
2,76.97,0.37175019999999925,2.0787718999999996,0.8055257767438888
3,78.92,0.41167760000000087,2.1715234000000017,0.8531447157263756
4,78.75,0.6596639,2.2838063999999996,0.9239669930934906
5,79.06,0.3797043000000002,2.0166116999999986,0.9570879666507244
6,79.82000000000001,0.49369919999999823,2.1306846999999998,0.9567305052280426
7,79.97,0.402787,2.0542384999999967,1.0447413283586502
8,80.2,0.33192650000000157,1.9538581000000015,1.2977194695174694
9,79.82000000000001,0.4745652999999983,2.1413907000000023,1.4747069491446019
10,80.17,0.5455304999999981,2.1967053000000014,1.654971656501293
11,80.10000000000001,0.5145522000000007,2.1318034000000026,1.9012480552494526
12,80.22,0.4551725000000033,2.0858207000000064,2.324727439880371
13,79.97999999999999,0.5083257999999944,2.237400100000002,2.9177044653892517
14,80.31,0.49162549999999783,2.134853200000002,3.3772037222981455
15,80.22,0.43749019999999916,2.020502299999997,3.808455039858818
16,80.25,0.2642840000000035,1.8562227000000036,4.4942991796135905
17,80.21000000000001,0.3826521000000014,2.0315511999999956,5.144074739217758
18,80.05,0.7342505000000017,3.2226572000000004,6.327277101278305
19,80.25999999999999,0.7994416000000015,2.9678962999999996,7.411798686981201
20,80.41,0.31040250000000214,2.0968738999999985,8.354975076317787
21,80.19,0.6667666000000025,2.3953334999999996,9.228379213809967
22,80.39,0.5125788,2.5893906000000015,11.501797624230385
23,80.31,0.4324399999999997,2.3645363999999987,13.677328624725341
24,80.36999999999999,1.023533300000004,2.8074709999999996,15.924334527254105
25,80.39,0.492116799999998,2.239490400000008,17.473209277391433
26,80.33,0.5027912999999984,2.2570349999999877,20.41581886768341
27,80.34,0.42980879999998933,2.130464400000008,23.43715468287468
28,80.41,0.5910802000000075,2.3694506000000075,25.895199077129362
29,80.36,0.690376999999998,2.5085148000000004,29.47109105348587
30,80.28999999999999,0.5147046000000017,2.2864990000000063,33.82152474880218
31,80.31,0.6472200999999984,2.5609263000000055,38.59243122577667
32,80.24,0.6591490999999934,2.392546800000005,41.379458193778994
33,80.27,0.6105641999999989,2.7559447000000006,51.64047266721725
34,80.25,0.3672045999999938,2.0432969000000014,58.903810687065125
35,80.27,0.4787917999999962,2.1637982999999963,67.67006785869599
36,80.32000000000001,0.42320159999999873,2.2876654999999886,77.50070458889007
37,80.28,0.6292859999999934,2.363180800000009,84.35024674415588
38,80.25999999999999,0.8729256999999961,2.888174500000005,100.0008887910843
39,80.24,0.6750633999999991,2.3772960999999952,120.9688839817047
40,80.22,0.44324530000000095,2.0893554000000023,148.46504091262818
41,80.23,0.579078899999999,2.3656481000000014,179.96046869277953
42,80.22,0.5224986000000058,2.311333199999993,208.75715673446655
43,80.21000000000001,0.48632510000000195,2.169320600000006,254.01926675796508
44,80.23,0.444049899999996,2.2922260999999935,306.9458294677734
45,80.21000000000001,0.5925855999999925,2.2433408999999926,364.3194700431824
46,80.2,0.4082817000000034,2.0036348000000004,426.8361283683777
47,80.17999999999999,0.6248623000000038,2.423797499999992,514.1043296432495
48,80.16,0.5644278999999983,2.1894611999999967,590.852949333191
49,80.19,0.7056070999999946,2.5417991000000058,685.9113410186768
50,80.17,0.5441945000000032,2.2185688,779.5285991287232
