round,accuracy,training_time,round_time
1,25.319999999999997,0.10221969999999914,1.4850712999999995
2,34.03,0.11899580000000043,1.7818094000000002
3,43.4,0.1040233999999991,1.4782817999999995
4,47.89,0.08825799999999973,1.3861954
5,53.32,0.10678369999999937,1.4045662000000014
6,46.69,0.09612169999999942,1.4046172000000006
7,56.89999999999999,0.10661539999999903,1.4008366999999993
8,59.58,0.10836069999999864,1.4784093000000027
9,62.3,0.09056640000000016,1.4266752999999994
10,57.25,0.08955310000000338,1.3960690999999983
11,55.85,0.09131050000000229,1.4097469999999994
12,68.07,0.11317049999999895,1.4100590000000004
13,68.44,0.08745659999999944,1.3951160999999992
14,61.33,0.0883162999999989,1.3861993000000012
15,72.11,0.1526095000000005,1.4589060999999965
16,67.47999999999999,0.08945120000000273,1.3841030999999973
17,64.4,0.11986179999999891,1.4194457999999983
18,63.370000000000005,0.13299839999999818,1.4475000999999992
19,63.690000000000005,0.08655750000000495,1.4009506000000016
20,72.89,0.11060499999999962,1.4217686
21,76.66,0.08798939999999789,1.3865764000000027
22,71.11,0.09185999999999694,1.4197072000000048
23,70.57,0.12693390000000448,1.4181173000000058
24,71.65,0.0881373999999937,1.4407946999999979
25,76.31,0.11974479999999943,1.4194190000000049
26,66.33,0.08928089999999855,1.3870761999999957
27,59.79,0.12119810000000086,1.4032015999999956
28,70.77,0.087974200000005,1.384753399999994
29,74.18,0.08851539999999858,1.3884048999999976
30,66.88,0.08897480000000257,1.4178002999999961
31,66.93,0.08946360000000197,1.3760189999999994
32,72.18,0.08712500000000034,1.3859943000000001
33,63.519999999999996,0.1301497999999981,1.4243683999999988
34,73.98,0.08907889999999696,1.3919654000000037
35,60.77,0.08941819999999723,1.4484955
36,73.06,0.08861970000000241,1.3878277000000026
37,82.22,0.08771680000000259,1.398016400000003
38,82.11,0.09961669999999856,1.4248550000000009
39,80.66,0.09149529999999828,1.3947442999999993
40,74.4,0.1199161999999987,1.467744599999989
41,81.22,0.08895760000000053,1.3801356000000027
42,76.18,0.08841080000000545,1.400373099999996
43,72.38,0.119650699999994,1.430513899999994
44,71.89,0.08871739999999306,1.3957227999999873
45,65.98,0.14409109999999714,1.4432991999999985
46,74.13,0.1193517999999898,1.4074664999999982
47,75.21,0.08680540000000292,1.3815107999999867
48,76.35,0.08844860000000665,1.385823700000003
49,75.03,0.08720699999999226,1.3827968999999882
50,79.07,0.09018530000000169,1.3993116000000043
