round,accuracy,training_time,round_time
1,73.48,0.09729240000000061,1.5208467999999993
2,82.34,0.18460909999999942,1.5710043999999996
3,83.3,0.09710450000000037,1.4769295000000007
4,84.73,0.16154349999999873,1.5876103000000015
5,85.68,0.13486319999999985,1.5141262999999974
6,85.9,0.2036049999999996,1.6164302
7,87.02,0.18398709999999951,1.6348321999999982
8,87.07000000000001,0.08782160000000161,1.391759799999999
9,87.53,0.08709980000000073,1.4025564999999993
10,87.8,0.10573849999999752,1.416821500000001
11,88.03999999999999,0.0871721999999977,1.398308
12,88.18,0.08760630000000091,1.4044179999999997
13,88.59,0.09514709999999837,1.423762700000001
14,88.06,0.08795229999999776,1.399872000000002
15,88.46000000000001,0.1090800999999999,1.4184931000000027
16,88.69,0.08949159999999878,1.4268670999999955
17,89.14,0.08870410000000106,1.4434988999999945
18,89.13,0.09181279999999958,1.444150399999998
19,89.05,0.08818749999999653,1.4036452999999938
20,89.38000000000001,0.13130819999999943,1.4486795999999984
21,89.29,0.08995079999999689,1.4028968000000006
22,89.24,0.08721719999999777,1.4077543000000006
23,89.62,0.16977969999999942,1.4911796999999964
24,89.31,0.10951979999999395,1.410601100000001
25,89.3,0.11936090000000377,1.4292282000000043
26,89.46,0.08720700000000647,1.3844121999999999
27,89.60000000000001,0.13415230000000378,1.4477383000000046
28,89.82,0.08856990000000309,1.4005831999999998
29,89.9,0.14686379999999843,1.4537965999999969
30,89.95,0.08792559999999838,1.4058118000000022
31,90.06,0.088115099999996,1.4232214000000027
32,89.92,0.09329080000000545,1.398204800000002
33,90.02,0.08759450000000157,1.4017824000000019
34,90.14,0.11550340000000148,1.4362007000000006
35,89.96,0.0874953000000005,1.4012075999999993
36,90.13,0.08730460000000306,1.3966363999999984
37,90.19,0.08891040000000316,1.405994800000002
38,90.03999999999999,0.08900960000000424,1.3983275000000077
39,89.89,0.11779080000000164,1.426483300000001
40,90.10000000000001,0.08743760000000123,1.3960064000000045
41,90.01,0.15006110000000206,1.4772741000000025
42,90.12,0.0885233999999997,1.3903018999999972
43,90.23,0.08705340000000206,1.3967926999999918
44,90.21000000000001,0.08754190000000506,1.4209359000000035
45,90.28,0.08864669999999819,1.3976245000000063
46,90.22,0.13725809999999683,1.4434933
47,90.44,0.08999919999999406,1.400409499999995
48,90.39,0.08864260000000002,1.4003826999999944
49,90.36999999999999,0.08827639999999803,1.4180946999999975
50,90.44,0.11802620000000275,1.4371435999999989
