round,accuracy,training_time,round_time
1,11.35,0.267362159996992,3.7365788109891582
2,15.939999999999998,0.2564065680198837,3.4278763690090273
3,9.969999999999999,0.2871140580100473,3.4022459450061433
4,13.79,0.27142551899305545,3.359074348991271
5,19.03,0.24835666501894593,3.3577698029985186
6,14.99,0.2674473749939352,3.397822921979241
7,11.35,0.28435523199732415,3.3655885199841578
8,9.8,0.2854878809885122,3.392701003002003
9,21.02,0.265494559018407,3.3630618400056846
10,18.47,0.26309814100386575,3.3728684119996615
11,41.74,0.27187270001741126,3.3728292580053676
12,23.29,0.2532192360085901,3.3638931330060586
13,28.82,0.2660921270144172,3.361958933994174
14,36.28,0.26814149899291806,3.361916839989135
15,46.6,0.2546469770022668,3.368143505998887
16,53.669999999999995,0.2556093570019584,3.369261699001072
17,60.86,0.25920429901452735,3.438188672007527
18,54.37,0.2959085220063571,3.3558929749997333
19,59.95,0.30428504801238887,3.3813839129870757
20,60.36,0.2415719089913182,3.29983859998174
21,64.41,0.29165547201409936,3.358255054015899
22,76.99000000000001,0.2940905900031794,3.3754599500098266
23,73.15,0.2492928729916457,3.3386917719908524
24,71.12,0.2521608180250041,3.3653581829858012
25,72.82,0.2415311909862794,3.303850453987252
26,81.65,0.257497468002839,3.353529224987142
27,74.69,0.2776364420133177,3.3402743490005378
28,75.86,0.25766085798386484,3.381915514008142
29,73.57000000000001,0.24564271699637175,3.3653316010022536
30,73.22,0.23850570098147728,3.3687237089907285
31,59.79,0.282925541017903,3.406793857982848
32,82.58,0.239707525994163,3.370641125977272
33,80.27,0.24039926499244757,3.3573041789932176
34,84.49,0.24358626798493788,3.325147116993321
35,84.66,0.2793754239974078,3.386626643972704
36,81.10000000000001,0.2674734879983589,3.4816770770121366
37,70.63000000000001,0.340221262013074,3.4511487040144857
38,82.6,0.34522822801955044,3.4260782560158987
39,73.27,0.290112226997735,3.375978302996373
40,81.43,0.2598175279854331,3.364314709993778
41,86.35000000000001,0.2514236799906939,3.3885540280025452
42,85.97,0.2787702069908846,3.3936262459901627
43,86.2,0.23895538298529573,3.3128562170022633
44,85.45,0.3020790250157006,3.419006232987158
45,82.91,0.28058166499249637,3.3932799370086286
46,86.07000000000001,0.28012002201285213,3.3929158190148883
47,86.07000000000001,0.24945189099526033,3.3587970079970546
48,86.68,0.35644812099053524,3.4518627369834576
49,77.59,0.2974678240134381,3.4047264239925425
50,89.12,0.24040165700716898,3.3700621589960065
