round,accuracy,training_time,round_time
1,10.0,5.557269164826721,19.87176256789826
2,10.0,5.341626720968634,19.704090639948845
3,10.0,5.284425745019689,18.31379103800282
4,10.0,5.637832812964916,16.845450426917523
5,13.239999999999998,5.570537792053074,19.4476328198798
6,14.000000000000002,5.426585515961051,16.5527787420433
7,10.780000000000001,5.600290697999299,18.83379086200148
8,14.299999999999999,5.493406287161633,16.65552282310091
9,10.0,5.699039503931999,17.833215110003948
10,14.099999999999998,5.55306505295448,16.583337726071477
11,14.92,5.5927027319557965,16.900118958903477
12,14.760000000000002,5.619931353954598,17.665432986803353
13,9.82,5.437724340939894,16.57381130894646
14,14.149999999999999,5.685807393863797,17.352672799956053
15,9.17,5.551503777038306,17.287739478051662
16,13.38,5.577140307985246,16.640590162947774
17,10.72,5.714214605046436,17.133475384209305
18,10.0,5.535636025015265,17.43511934299022
19,12.2,5.759470127988607,16.918105266056955
20,6.88,5.536085158120841,16.515654078917578
21,13.76,5.604554521851242,16.73989383201115
22,13.63,5.6003306929487735,16.865207511931658
23,15.040000000000001,5.650894294027239,16.8011111759115
24,11.48,5.523391898022965,16.69158397591673
25,14.030000000000001,5.519600081956014,16.569671323988587
26,13.750000000000002,5.638503838796169,16.82692418806255
27,14.180000000000001,5.483328837901354,16.85088580683805
28,15.14,5.2262951580341905,16.361860550008714
29,14.580000000000002,5.610977238975465,16.824840913061053
30,11.19,5.493650496006012,17.10636902996339
31,15.5,5.499800381017849,16.689020188059658
32,14.21,5.508542176103219,17.7256867850665
33,14.89,5.388301756000146,17.548852720996365
34,15.329999999999998,5.523994757793844,16.81052122404799
35,16.25,5.603437380865216,16.845377787947655
36,10.0,5.337748255813494,17.320835042046383
37,13.139999999999999,5.334666925948113,16.748717430979013
38,12.58,6.151628110092133,17.098607362946495
39,6.04,5.422758099157363,16.571763769956306
40,15.55,5.516428958857432,16.617837199941278
41,16.13,5.388479867950082,16.555368802975863
42,8.12,5.484103319002315,17.525844800053164
43,12.85,5.530452024191618,16.620592980878428
44,15.86,5.320125614991412,16.56737023103051
45,10.86,5.528113367967308,17.576452613808215
46,16.03,5.521128064952791,16.711661894107237
47,16.56,5.451556625077501,16.57430683495477
48,9.06,5.3889420120976865,16.5419387021102
49,11.790000000000001,5.97719267103821,18.218392765149474
50,11.14,5.493694100063294,17.92744613601826
