round,accuracy,training_time,round_time,loss
1,10.100000000000001,1.0796439000000007,2.9580550999999993,2.298450313806534
2,10.5,0.6070127000000003,2.5835405000000016,2.3616608583927157
3,9.6,0.9042484999999996,2.8672666000000007,2.923071041107178
4,12.33,0.7436982000000008,2.7446566000000026,2.348640327453613
5,27.800000000000004,0.990669399999998,2.9261452000000006,1.9375138872861861
6,34.760000000000005,0.6104328000000017,2.580791699999999,1.787382915019989
7,58.47,0.7117155000000004,2.6957717999999993,1.1661172643303872
8,65.32,0.5720266999999986,2.5837739999999982,1.1381336772441863
9,70.97,0.9309329999999996,2.9699871000000044,1.0081516589224337
10,68.93,1.0415436000000042,2.9725295000000003,0.9240982887148858
11,65.36999999999999,0.5196900999999983,2.489521900000007,0.9819751359522343
12,74.7,0.613458399999999,2.604735500000004,0.7265733088552951
13,68.4,0.5514037999999957,2.5337058,0.9581492659449578
14,81.08,0.7282258999999982,2.698656900000003,0.60260870590806
15,89.1,0.9228552000000008,2.8942434999999946,0.3556073230691254
16,89.42999999999999,0.7744985,2.735371899999997,0.38726781779609154
17,89.38000000000001,0.6492925999999954,2.6505066,0.378286848415155
18,85.75,1.1810204000000013,3.2150760000000034,0.5552174785453826
19,89.12,0.8509553000000025,2.856843700000006,0.42144466129364444
20,89.88000000000001,1.1337876999999992,3.0698328999999944,0.40741118969162926
21,93.71000000000001,0.9275847999999911,2.908182400000001,0.2347433662082767
22,91.12,0.9238378000000012,2.895972999999998,0.33615235137287525
23,89.17,0.6531153999999901,2.5984915999999885,0.409516652431339
24,91.47,0.6767477000000071,2.695455199999998,0.3169162768102251
25,92.57,1.1012236999999914,3.07197690000001,0.3074398724746425
26,93.49,1.0028808999999939,3.0376224999999977,0.27454721185298697
27,92.63,0.9480331000000035,2.899121199999996,0.2909713731578086
28,93.67,0.8267783999999949,2.825515699999997,0.2587628415054496
29,92.80000000000001,0.6791966000000116,2.6532338999999894,0.3258849529395229
30,92.25999999999999,1.1131980000000112,3.075349299999999,0.3542958191630896
31,92.34,1.0361843000000022,3.0032264000000026,0.3380247133469675
32,93.46,0.5210001999999889,2.5151903999999945,0.29033593968546484
33,92.25,0.8852392000000009,2.8764632000000034,0.3293170219156309
34,93.4,0.6590434000000016,2.681668899999991,0.27853750613940065
35,94.85,0.9547203999999994,2.930039899999997,0.23347523214426474
36,93.33,0.5197567999999961,2.4829944999999896,0.32562396656838244
37,93.38,0.6878482000000048,2.668296699999999,0.3121598013470066
38,93.47999999999999,0.5551706999999908,2.541433699999999,0.29802247930892917
39,93.4,0.9698719999999952,2.963205099999996,0.308716123917402
40,94.25,1.1278839000000005,3.0982917999999984,0.27996426625108145
41,94.32000000000001,0.5321839999999867,2.5408874999999966,0.28149832993297424
42,94.61,0.9593650999999994,2.9380442000000073,0.2730068581835758
43,94.89999999999999,0.9379782999999975,2.946435699999995,0.2588089297831175
44,95.13000000000001,0.8804847000000109,2.864467700000006,0.24684923149321547
45,94.75,0.5486985999999945,2.5015923999999927,0.2682141716938895
46,94.94,1.2009663999999987,3.2143928999999787,0.2471503065989873
47,94.97,0.5643182000000024,2.5360464000000036,0.24341989581068446
48,94.42,0.7243473000000051,2.732808299999988,0.27029337872899306
49,94.84,1.1489408000000196,3.1245784000000185,0.2503007621200641
50,95.39999999999999,0.671740600000021,2.6833673000000147,0.22434739719996288
