round,accuracy,training_time,round_time
1,60.23,0.27952630000000056,1.7162518999999996
2,55.78999999999999,0.2526002999999992,1.6370201000000009
3,58.440000000000005,0.1696939000000004,1.6529781999999997
4,59.3,0.24520610000000076,1.6612440999999993
5,67.89,0.39016990000000007,1.8100419000000016
6,74.55000000000001,0.23690139999999715,1.6719974999999998
7,66.41,0.23179529999999815,1.719890600000003
8,75.06,0.2064953999999979,1.6355716999999999
9,76.63,0.21802770000000038,1.6749025000000017
10,76.08,0.4290687999999996,1.8943440999999979
11,70.89,0.14992230000000006,1.5601462999999995
12,70.93,0.30349110000000223,1.733615799999999
13,70.81,0.15565840000000009,1.6059617999999993
14,81.85,0.32331450000000217,1.7017099999999985
15,81.08999999999999,0.30435250000000025,1.7381436999999949
16,77.37,0.13534469999999743,1.5828835000000012
17,77.55,0.2080130000000011,1.6095972999999972
18,84.39999999999999,0.23591810000000635,1.736828200000005
19,78.69,0.1926491999999982,1.6666911999999954
20,80.10000000000001,0.21967139999999574,1.6241625999999982
21,81.19,0.20346119999999956,1.6367642999999958
22,75.35,0.15769540000000148,1.6432981999999967
23,84.93,0.3685151999999974,1.7676316000000014
24,83.55,0.15242740000000055,1.6162734000000043
25,77.85,0.11432180000000614,1.509489000000002
26,78.82000000000001,0.3316324999999978,1.768517799999998
27,84.96000000000001,0.16320280000000054,1.5682256000000052
28,82.95,0.14908759999999432,1.5455100000000002
29,82.32000000000001,0.22948660000000132,1.762096299999996
30,84.00999999999999,0.20915269999999708,1.5891646999999978
31,86.18,0.23693070000000205,1.6161922000000004
32,79.14,0.18947150000000335,1.6159813000000014
33,78.12,0.2581727000000029,1.7110011000000043
34,75.36,0.3346635000000049,1.805457000000004
35,84.7,0.17089079999999512,1.6416854999999941
36,81.08,0.14783760000000257,1.5484129000000024
37,78.57,0.20208770000000698,1.6709582999999952
38,82.63000000000001,0.36261030000000005,1.7901875999999959
39,81.42,0.19895060000000342,1.6213903999999957
40,80.67,0.371007199999994,1.7801786999999933
41,85.47,0.4308081999999871,1.8799404999999894
42,83.95,0.2313860999999946,1.6455217999999974
43,84.24000000000001,0.24341890000000888,1.6833361000000053
44,85.26,0.4020100000000042,1.8100817999999919
45,82.48,0.30097209999999563,1.7350718
46,79.29,0.16828399999999988,1.5554003999999964
47,81.12,0.36666970000000276,1.800268200000005
48,83.87,0.14189569999999208,1.4995244999999926
49,86.74,0.2229169000000013,1.6685195000000022
50,85.03,0.12321889999999769,1.6327322999999865
