round,accuracy,training_time,round_time
1,9.82,8.5859219,11.0494481
2,10.100000000000001,0.31376189999999937,2.126851200000001
3,9.82,0.3728942999999987,2.2466513999999975
4,9.82,0.3167504000000001,2.073155100000001
5,10.54,0.3074632000000008,2.1007212999999965
6,10.489999999999998,0.2985703000000015,2.1105631000000002
7,9.82,0.28714789999999724,2.0425229000000016
8,9.82,0.29142180000000195,2.0655432999999945
9,18.18,0.3041671999999984,2.108648500000001
10,23.47,0.29057940000000215,2.085449699999998
11,16.91,0.29495930000000214,2.0183898000000013
12,10.35,0.298396799999999,2.0834569999999957
13,15.73,0.2755342000000027,2.114254899999999
14,33.08,0.3248170999999971,2.0956289999999953
15,31.2,0.29620289999999727,2.0911391000000066
16,36.51,0.31647499999999695,2.089782300000003
17,41.56,0.3565976000000006,2.1366106999999985
18,19.74,0.3714422999999982,2.1177092
19,23.119999999999997,0.30254779999999926,2.0925162999999998
20,32.7,0.2988240999999974,2.0720535000000027
21,37.37,0.287536700000004,2.0544386999999915
22,40.94,0.3024455000000046,2.066783700000002
23,43.87,0.2911020000000022,2.0407987999999904
24,39.739999999999995,0.2698044000000053,2.0351335999999947
25,39.160000000000004,0.2858505999999892,2.029088399999992
26,43.44,0.30802910000001305,2.068727300000006
27,46.589999999999996,0.28043089999999893,2.0320983000000012
28,51.629999999999995,0.34951949999999954,2.083425599999998
29,49.27,0.28517510000000357,2.0359584999999925
30,46.98,0.30579619999998897,2.0731971000000016
31,45.87,0.40596770000000504,2.2266400999999973
32,45.48,0.432423,2.2611267000000055
33,39.739999999999995,0.3352981999999969,2.1617053000000084
34,46.64,0.2751018999999957,2.056591900000001
35,32.82,0.25513640000001203,2.045944300000002
36,46.839999999999996,0.2359021000000041,2.015404099999998
37,43.15,0.42154189999999403,2.213077400000003
38,53.37,0.2849818000000113,2.113984099999996
39,57.620000000000005,0.28951329999999587,2.102082699999997
40,46.0,0.3395638999999875,2.2118885000000006
41,46.83,0.3918553999999972,2.192670800000002
42,52.78,0.4000757999999962,2.170949399999998
43,65.51,0.27450110000000905,2.0335658999999993
44,56.39999999999999,0.3485069999999979,2.129266000000001
45,63.06,0.6150487999999967,2.4090565000000055
46,64.77000000000001,0.31642420000000016,2.063869000000011
47,62.629999999999995,0.3142377999999866,2.0827615999999978
48,35.52,0.3389616999999987,2.130686300000008
49,42.25,0.2809060999999957,2.076791600000007
50,48.55,0.24823749999998768,2.0018405
51,47.53,0.35048719999998923,2.1508691999999883
52,62.25000000000001,0.24654040000000066,2.059324900000007
53,57.489999999999995,0.33288960000000145,2.107354999999984
54,65.42999999999999,0.26885410000001286,2.0457461000000023
55,58.220000000000006,0.26387029999999356,2.1315607999999884
56,66.8,0.29982100000000855,2.1126398999999765
57,64.99000000000001,0.22331499999998528,1.9962100000000191
58,67.52,0.26229309999999373,2.024550399999981
59,71.94,0.28454540000001316,2.037132100000008
60,68.03,0.257327800000013,2.005761299999989
61,66.99000000000001,0.25554210000001376,2.031889700000022
62,54.690000000000005,0.3404759000000013,2.1050942999999904
63,66.46,0.25870320000001357,1.9971965000000012
64,60.95,0.274541499999998,2.005082899999991
65,68.58999999999999,0.32505809999997837,2.0943370000000243
66,72.22,0.25618740000001594,1.9795814000000007
67,70.54,0.2662329999999997,2.0562149000000147
68,65.35,0.35950160000001574,2.1211720999999955
69,70.61,0.3501078999999834,2.101817100000005
70,72.24000000000001,0.2725136999999904,2.0155425000000093
71,79.17999999999999,0.33241319999999064,2.0965697000000034
72,71.36,0.2704860999999994,2.0359769000000085
73,68.72,0.2585998999999788,2.00240789999998
74,74.44,0.32776680000000624,2.061558600000012
75,73.14,0.6968771999999888,2.4418205000000057
76,59.96,0.2575872999999831,2.016437400000001
77,73.36,0.44259729999998854,2.195529399999998
78,76.67,0.24245239999999058,1.9958084000000156
79,78.75999999999999,0.24449140000001535,1.9870682000000102
80,79.66,0.34955759999999714,2.1009961000000033
