round,accuracy,training_time,round_time
1,49.01,0.10029699999999941,1.4542846000000011
2,61.25000000000001,0.13411930000000005,1.4767998000000002
3,69.61,0.2225161,1.5630015999999998
4,72.05,0.09403570000000094,1.4278660999999992
5,75.33999999999999,0.09635689999999997,1.4135501999999995
6,75.33,0.09166399999999975,1.4065492000000006
7,76.39,0.13084729999999922,1.4576573999999987
8,77.21000000000001,0.0902472000000003,1.4190843999999991
9,79.67,0.16809380000000118,1.4794060999999985
10,79.55,0.09283920000000023,1.3993569999999984
11,83.24000000000001,0.09491549999999904,1.4225625999999991
12,81.67,0.10020999999999702,1.4337696999999991
13,84.27,0.12943740000000048,1.4403926999999968
14,81.69999999999999,0.09699660000000065,1.4292566000000022
15,81.25,0.0953684999999993,1.4224384999999984
16,82.35,0.09274549999999948,1.4302107
17,80.35,0.11764680000000283,1.4495173999999977
18,82.80999999999999,0.09652439999999984,1.4236675000000005
19,83.67999999999999,0.11950920000000309,1.4488728999999978
20,84.43,0.09530849999999447,1.4199416999999954
21,83.76,0.1335369999999969,1.4636601000000056
22,84.31,0.14115359999999555,1.4656252999999992
23,83.49,0.09688159999999613,1.4198743000000036
24,84.61,0.13621570000000105,1.4730969000000016
25,83.78999999999999,0.09592800000000068,1.4177789000000018
26,84.27,0.09582580000000007,1.4228835999999987
27,85.61999999999999,0.12499820000000028,1.4401136000000037
28,83.64,0.10026280000000298,1.412818999999999
29,86.00999999999999,0.09624999999999773,1.4274068
30,85.45,0.09551360000000386,1.4142924000000008
31,85.58,0.09573629999999866,1.4206626
32,83.78999999999999,0.12489240000000024,1.4517095999999938
33,85.67,0.09769510000000281,1.4339920999999975
34,85.11,0.13213059999999643,1.466294100000006
35,83.54,0.10121809999999698,1.4297213000000042
36,84.38,0.0961301999999975,1.425184200000004
37,85.42999999999999,0.12763309999999706,1.4580930000000052
38,86.32,0.09546149999999898,1.4196051000000054
39,86.63,0.1169233000000034,1.4468992000000043
40,86.79,0.15536519999999143,1.4836738000000054
41,85.46000000000001,0.12152410000000202,1.452350199999998
42,85.09,0.09299599999999941,1.4210806999999903
43,85.07000000000001,0.09538190000000668,1.4170680999999945
44,85.9,0.159513000000004,1.5039189000000022
45,86.5,0.11922419999999079,1.4313449999999932
46,86.04,0.13742310000000657,1.495909999999995
47,85.81,0.11194929999999204,1.4620438000000036
48,86.17,0.09720769999999845,1.4275224000000009
49,85.88,0.15550770000000114,1.4708100000000002
50,85.07000000000001,0.09926009999999508,1.4386563999999993
