round,accuracy,training_time,round_time
1,24.2,0.7306996849365532,5.738420281093568
2,23.52,0.1654482139274478,3.024457502644509
3,45.14,0.22430316964164376,3.7824214408174157
4,38.550000000000004,0.7613217532634735,5.587040322832763
5,43.99,0.7049055001698434,5.054003071971238
6,63.55,0.7038481519557536,5.2395818922668695
7,47.620000000000005,0.5536599662154913,5.031775779090822
8,25.990000000000002,0.19604108994826674,3.1845933818258345
9,43.21,0.1969034168869257,2.831870374735445
10,39.06,0.20113844703882933,2.817622565664351
11,41.370000000000005,0.16624637972563505,2.8192916680127382
12,58.57,0.15360699081793427,2.8447293238714337
13,60.74,0.1921894010156393,2.84619983099401
14,42.47,0.15178635623306036,2.939249435905367
15,64.49000000000001,0.27662014588713646,3.7566706468351185
16,61.21,0.6243612291291356,5.266458303667605
17,69.43,0.5809232932515442,5.441534166224301
18,61.9,0.5513224629685283,5.182384142652154
19,66.56,0.7958925599232316,4.948796006850898
20,58.86,0.16684189112856984,3.038987945765257
21,67.5,0.2040416868403554,2.866383316460997
22,68.02,0.17588167916983366,3.293936809990555
23,60.81999999999999,0.2305363011546433,4.176318874116987
24,65.25999999999999,0.7373875230550766,5.514423317275941
25,71.46000000000001,0.6828343062661588,5.5851166089996696
26,69.91000000000001,0.6192694180645049,5.406050824094564
27,68.62,0.7141680298373103,4.684981296304613
28,50.06,0.19966892339289188,3.160628226120025
29,74.27,0.17466465616598725,3.3148602419532835
30,70.24000000000001,0.1569974240846932,2.8593504391610622
31,77.56,0.1785044721327722,2.837384100072086
32,71.46000000000001,0.18357507325708866,3.3115890976041555
33,66.75,0.24425614392384887,4.345340482890606
34,76.64999999999999,0.5569803109392524,5.574361576233059
35,80.84,0.6163658881559968,5.450746659655124
36,83.87,0.668387555051595,5.571172158233821
37,80.55,0.6864693188108504,5.030711983796209
38,73.95,0.18279890716075897,2.890672713983804
39,79.97,0.18940753117203712,2.843860814347863
40,76.83,0.18961022328585386,2.8190658329986036
41,75.9,0.18202613200992346,2.8596324529498816
42,80.35,0.17163025867193937,2.8144814958795905
43,80.17,0.18231535190716386,2.8328873510472476
44,78.06,0.17377080908045173,3.692433822900057
45,60.5,0.6169209531508386,5.513354367110878
46,63.12,0.5209971680305898,5.266255328897387
47,83.96000000000001,0.565142494160682,5.522642410825938
48,77.01,0.6461733072064817,5.303796659223735
49,75.28,0.2938481322489679,3.0193339879624546
50,86.0,0.16081894002854824,3.3237415896728635
51,79.79,0.15518882125616074,3.310112834908068
52,65.5,0.19121933123096824,4.100737216882408
53,87.05000000000001,0.7013183520175517,5.531863181851804
54,82.25,0.5534290131181479,5.431843020021915
55,76.98,0.5466271182522178,5.396391001995653
56,73.52,0.6618155348114669,5.0446064858697355
57,74.31,0.35760124400258064,3.3265860374085605
58,72.72999999999999,0.18559223413467407,3.3401419650763273
59,86.29,0.15936909662559628,3.3064645151607692
60,80.38,0.1660614931024611,3.2934254119172692
61,75.36,0.1634909207932651,3.1796829677186906
62,84.27,0.28837821027264,4.355044815223664
63,74.35000000000001,0.755223133135587,5.542547679971904
64,74.72999999999999,0.6411333382129669,5.163698015268892
65,75.92999999999999,0.6051451992243528,5.332477472256869
66,83.73,0.6753151062875986,4.683767581824213
67,68.77,0.1764208059757948,3.1287896558642387
68,85.79,0.16365661472082138,3.1559215299785137
69,86.89,0.29702787287533283,4.248272822704166
70,87.45,0.6528497762046754,5.824872267898172
71,84.23,0.6838635890744627,5.59009525179863
72,84.57000000000001,0.6223025391809642,5.727961227763444
73,81.28999999999999,0.610198630951345,3.565905247349292
74,76.09,0.18368457490578294,2.840447789989412
75,73.35000000000001,0.1702544610016048,2.814940509852022
76,78.82000000000001,0.16266965493559837,2.8300923882052302
77,78.47,0.1659430810250342,2.8452922170981765
78,85.49,0.18666146788746119,3.3449003901332617
79,87.25,0.4195951521396637,5.058692019898444
80,87.01,0.657906033564359,5.460440942086279
81,84.95,0.7554542752914131,5.795083346776664
82,82.6,0.7510710651986301,5.58535931725055
83,78.25999999999999,0.22423104802146554,3.0203862357884645
84,79.69000000000001,0.16949550295248628,3.3753211880102754
85,81.41000000000001,0.17473214073106647,3.3060652022249997
86,78.2,0.19543519336730242,2.851645950227976
87,76.02,0.17766485828906298,2.8472915031015873
88,84.25,0.18985060788691044,2.835791409946978
89,80.73,0.16147632291540504,2.8531976738013327
90,77.55,0.20069643622264266,4.11595597397536
91,75.4,0.6032783128321171,5.268623371142894
92,74.89,0.5699356771074235,5.479662179946899
93,70.62,0.5746826310642064,5.569084032904357
94,85.84,0.5307497940957546,4.7445140751078725
95,85.92999999999999,0.20231978176161647,3.349928013049066
96,82.09,0.1820062198676169,3.3342730440199375
97,79.77,0.16051044408231974,2.8866443266160786
98,73.06,0.1813542707823217,2.870621951762587
99,77.2,0.19354217778891325,2.924183715134859
100,75.49,0.16058747377246618,4.1412726431153715
