round,accuracy,training_time,round_time,loss
1,10.100000000000001,1.3719997191801667,4.447836261242628,2.300038148164749
2,10.100000000000001,0.4664703793823719,3.807402622886002,2.335469321012497
3,10.32,0.3769562589004636,3.677253045141697,2.7157285702228546
4,10.280000000000001,0.3787834569811821,3.7521308436989784,2.2366668701171877
5,23.68,0.34822799544781446,3.691053227521479,2.1513532972335816
6,37.91,0.3072834061458707,3.6458076620474458,1.8030520695447922
7,53.300000000000004,0.4255774123594165,3.711047124117613,1.3304270833730698
8,65.84,1.1974328998476267,4.3265691585838795,1.0888231509923936
9,77.85,0.5724403001368046,3.8329741042107344,0.7376462788879872
10,78.47,0.42097954358905554,3.6587371565401554,0.6817160305380822
11,80.39,0.34269254095852375,3.7161366594955325,0.551391209512949
12,88.52,0.4939980870112777,3.7355818608775735,0.40035140921361745
13,85.28999999999999,0.424353095702827,3.7181084668263793,0.4823015319928527
14,88.61,0.36256768368184566,3.747911436483264,0.4274230815237388
15,89.95,0.4166820803657174,3.701669204980135,0.3627468963537831
16,90.22,0.3617526404559612,3.643838788382709,0.3752968581998721
17,89.33,0.4858622830361128,3.6955854455009103,0.38279336610808967
18,90.86,0.3391965162009001,3.688121495768428,0.34157781407120635
19,91.53,0.3885641051456332,3.7471997840330005,0.3121833963558311
20,91.21000000000001,0.47676652763038874,3.762521210126579,0.3248230277909897
21,92.58999999999999,0.4659728789702058,3.7433151742443442,0.28958755753643345
22,93.12,0.3938965266570449,3.8037711046636105,0.2646862873388454
23,93.27,0.3543798355385661,3.62591852247715,0.27910046325836446
24,93.17,0.3316155895590782,3.732387659139931,0.2850886597385397
25,92.85,0.44165228959172964,3.7591907773166895,0.3156658805187908
26,92.52,0.39089592918753624,3.7290852535516024,0.33564215423532007
27,92.63,0.4179116450250149,3.6572522399947047,0.33013666045189893
28,92.30000000000001,0.35431885439902544,3.6216357182711363,0.338633168771521
29,93.67999999999999,0.6331544779241085,3.9118796549737453,0.26811685408823904
30,93.88,0.3210018649697304,3.633905760012567,0.2666703899516142
31,93.77,0.2989304047077894,3.6030689915642142,0.2648639418581115
32,94.21000000000001,0.2682220544666052,3.6938981600105762,0.26987102097946264
33,93.97,0.4883412513881922,3.7014527348801494,0.28130209135191764
34,94.21000000000001,0.4227611655369401,3.6978697031736374,0.27783240148608684
35,93.86,0.3967502424493432,3.698917447589338,0.2944630133244277
36,93.96,0.33771485183387995,3.6504935789853334,0.3064908202296283
37,94.36,0.3044241890311241,3.6983702424913645,0.2890720975090471
38,94.38,0.30319750867784023,3.604951140470803,0.28768593988063
39,94.41000000000001,0.377351394854486,3.6671691304072738,0.2947659775908994
40,94.14,0.39946767780929804,3.7437696224078536,0.29778921903077615
41,94.45,0.28114929515868425,3.64809812605381,0.29660342899187525
42,94.47,0.3106250585988164,3.645845384337008,0.2982604424481542
43,94.44,0.2775648254901171,3.5880093295127153,0.30138144735286915
44,94.3,0.3335060905665159,3.647854615934193,0.31326622030233636
45,94.55,0.29816683009266853,3.620912210084498,0.3005642668310384
46,94.5,0.49830185901373625,3.7347804121673107,0.3075278478240034
47,94.71000000000001,0.3261156566441059,3.621503811329603,0.2964337782656946
48,94.61,0.3058399884030223,3.6151962587609887,0.2967638861965429
49,94.48,0.3234667209908366,3.6342194452881813,0.28999992883087716
50,94.83,0.3021806785836816,3.7125542713329196,0.2879633895387906
